gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_True,MultipleLines_No phone service,InternetService_Fiber optic,InternetService_No,OnlineSecurity_True,OnlineSecurity_No internet service,OnlineBackup_True,OnlineBackup_No internet service,DeviceProtection_True,DeviceProtection_No internet service,TechSupport_True,TechSupport_No internet service,StreamingTV_True,StreamingTV_No internet service,StreamingMovies_True,StreamingMovies_No internet service,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,1,0,0,1,0,1,43.29999923706055,43.3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,46,1,1,20.100000381469727,936.85,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,1,0,0,38,1,1,57.150001525878906,2250.65,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,65,1,0,58.900001525878906,3857.1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,0,1,0,19,1,1,73.19999694824219,1441.1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,52,1,1,85.3499984741211,4338.6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,71,1,0,19.450000762939453,1378.45,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,0,0,1,1,0,45.95000076293945,45.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,52,0,1,50.5,2566.3,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1,0,1,0,6,1,0,25.100000381469727,171.0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,1,1,0,26,1,0,60.70000076293945,1597.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,1,0,0,48,1,1,99.0,4744.35,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0,0,1,1,64,1,1,104.4000015258789,6721.6,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,3,1,0,83.75,247.25,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,1,1,1,44.04999923706055,44.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,72,1,0,24.100000381469727,1734.65,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,1,1,1,45.54999923706055,45.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,51,1,1,93.80000305175781,4539.35,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,1,41,1,0,19.700000762939453,804.25,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,72,1,1,70.6500015258789,5011.15,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
0,0,1,0,43,1,0,86.44999694824219,3574.5,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,0,72,1,1,114.0999984741211,8086.4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,0,47,1,1,95.19999694824219,4563.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1,0,0,0,72,1,0,88.55000305175781,6362.35,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,3,1,1,20.75,67.1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,0,0,0,1,1,1,70.05000305175781,70.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,2,1,1,86.0,165.45,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,26,0,1,44.650001525878906,1156.55,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,29,1,1,60.20000076293945,1834.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,0,35,1,1,100.5,3653.35,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,0,0,27,1,0,55.45000076293945,1477.65,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,24,1,1,70.30000305175781,1706.45,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,1,67,1,1,60.400001525878906,3953.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,16,1,0,72.6500015258789,1194.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,23,1,0,55.79999923706055,1327.85,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,14,0,1,31.100000381469727,419.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,1,1,21.0,21.0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,0,1,1,0,45.099998474121094,45.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,4,0,1,50.95000076293945,207.35,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,0,1,16,1,1,69.0999984741211,1083.7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,46,0,1,43.95000076293945,2007.85,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,1,68,1,1,86.5,5882.75,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,38,1,0,69.94999694824219,2657.55,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,0,30,1,1,50.400001525878906,1527.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,5,1,0,78.94999694824219,378.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,17,1,1,90.94999694824219,1612.2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,1,4,1,0,19.899999618530273,76.65,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,0,0,12,1,0,20.149999618530273,260.7,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,1,1,72,1,1,90.5999984741211,6441.85,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,3,1,1,92.0,266.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,56,1,1,94.44999694824219,5124.6,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,41,1,1,24.850000381469727,962.25,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
1,0,0,0,40,0,0,36.0,1382.9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,7,1,1,78.5,571.05,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,69,1,0,19.950000762939453,1399.35,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,1,1,7,1,0,20.649999618530273,150.0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,1,1,5,0,1,30.5,167.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,72,1,0,106.0999984741211,7657.4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
1,0,1,1,44,1,1,20.5,865.05,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,0,0,65,1,1,95.5,6153.85,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,0,3,1,0,64.5999984741211,174.2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,0,0,0,24,1,1,51.099998474121094,1269.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,44,1,1,84.80000305175781,3862.55,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,72,1,0,89.0999984741211,6352.4,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,24,1,0,54.95000076293945,1348.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,1,0,50.900001525878906,50.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,22,1,1,20.450000762939453,471.55,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,1,70,1,1,85.94999694824219,5931.75,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,1,25,1,0,60.349998474121094,1404.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,1,37,1,0,19.799999237060547,726.1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,1,1,22,1,0,85.3499984741211,1961.6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,59,1,1,72.0999984741211,4194.85,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1,0,1,1,49,1,1,99.80000305175781,4872.45,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,47,1,1,107.3499984741211,5118.95,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,1,1,31,1,1,19.549999237060547,658.95,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,1,1,1,1,81.05000305175781,81.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,3,1,1,20.5,76.95,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,0,53,1,1,111.80000305175781,5809.75,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,1,1,0,20.200000762939453,20.2,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,20,1,1,19.700000762939453,415.9,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,0,3,1,1,79.0999984741211,246.5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,51,1,1,19.850000381469727,996.95,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,1,0,51,1,1,60.5,3145.15,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,1,13,1,0,19.549999237060547,265.3,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,0,0,1,1,0,20.899999618530273,20.9,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,1,1,1,1,21.049999237060547,21.05,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,63,1,0,71.5,4576.3,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1,0,0,0,3,1,0,54.650001525878906,189.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,46,1,0,19.200000762939453,908.15,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,1,1,1,49.79999923706055,49.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,8,0,0,25.5,215.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,71,1,0,20.5,1500.95,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,1,55,1,1,90.4000015258789,5099.15,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,70,1,1,90.25,6385.95,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,2,1,0,80.75,159.45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,67,1,0,104.5999984741211,6885.75,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,0,65,1,1,91.8499984741211,5940.85,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,14,1,0,50.20000076293945,668.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,20,1,1,95.5,1916.2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,1,1,1,1,75.3499984741211,75.35,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,1,1,75.44999694824219,75.45,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,49,1,1,95.4000015258789,4613.95,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,72,1,1,101.30000305175781,7261.25,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,0,46,1,0,53.099998474121094,2459.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,24,1,1,84.8499984741211,2048.8,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,5,0,0,34.25,163.55,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,33,1,0,88.5999984741211,2888.7,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,42,1,1,60.150001525878906,2421.6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,23,1,1,99.94999694824219,2292.75,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
1,0,0,0,8,1,0,70.69999694824219,553.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,66,1,1,54.79999923706055,3465.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,24,1,1,49.54999923706055,1210.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,24,1,0,54.79999923706055,1291.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,69,1,1,78.5999984741211,5356.45,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,53,1,1,100.30000305175781,5200.8,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,0,0,0,60,0,0,53.599998474121094,3237.05,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0,1,0,7,1,1,81.0999984741211,576.65,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,20,1,1,19.350000381469727,433.75,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,1,1,23,1,0,85.5999984741211,1868.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,72,1,1,80.80000305175781,5728.55,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
1,0,1,0,11,1,1,74.94999694824219,825.7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,21,1,0,19.600000381469727,390.4,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,1,0,0,1,1,1,93.55000305175781,93.55,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,31,1,1,90.69999694824219,2845.15,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,57,1,0,69.75,3894.4,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
0,0,1,1,45,1,1,20.0,886.4,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,10,1,1,95.25,1021.55,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,58,1,1,102.0999984741211,5885.4,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,1,14,1,0,19.950000762939453,268.4,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,0,27,1,0,80.8499984741211,2204.35,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,1,14,1,1,90.9000015258789,1259.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,1,12,0,0,29.200000762939453,309.1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,69,1,1,93.30000305175781,6398.05,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,1,25,1,1,89.1500015258789,2257.75,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,58,1,1,108.8499984741211,6287.25,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0,0,1,1,35,0,1,46.349998474121094,1662.05,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
0,1,0,0,16,1,1,84.75,1350.15,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,1,45,1,0,78.75,3600.65,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
0,0,0,0,17,1,1,83.55000305175781,1329.15,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,1,1,1,45.70000076293945,45.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,22,1,0,19.600000381469727,422.5,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,1,0,0,1,1,1,69.94999694824219,69.95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,67,1,0,67.8499984741211,4627.65,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,1,67,1,1,105.6500015258789,6717.9,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,0,2,0,0,44.599998474121094,97.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,23,1,1,74.94999694824219,1710.45,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,9,1,0,75.5,637.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,5,1,0,20.149999618530273,117.95,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,54,0,0,45.20000076293945,2460.55,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
0,0,0,0,57,1,1,95.25,5464.65,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,0,0,0,24,1,1,89.8499984741211,2165.05,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,1,49,1,0,100.44999694824219,4941.8,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1,0,0,0,5,1,0,47.150001525878906,223.15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,2,1,1,80.19999694824219,181.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,1,4,1,1,87.0999984741211,341.45,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,1,70,1,1,79.25,5731.85,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1,0,0,0,5,1,1,75.9000015258789,357.75,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,53,1,0,85.69999694824219,4616.1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,1,0,47,1,1,98.75,4533.7,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,31,1,0,20.100000381469727,589.25,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
1,0,1,1,13,1,0,61.79999923706055,750.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,28,1,0,49.900001525878906,1410.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,10,1,0,86.44999694824219,830.85,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,38,1,0,20.399999618530273,743.5,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,1,1,1,45.29999923706055,45.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,67,1,0,104.0999984741211,7040.85,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
1,0,1,0,52,1,1,75.4000015258789,3865.45,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1,0,1,1,62,1,0,108.1500015258789,6825.65,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,16,1,1,86.25,1340.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,0,5,1,1,81.0,371.65,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,12,1,0,95.69999694824219,1184.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0,0,1,1,72,1,1,116.8499984741211,8477.7,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,0,0,71,1,0,105.75,7382.85,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,0,24,1,0,20.149999618530273,456.85,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,0,15,1,0,19.600000381469727,331.6,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0,1,0,67,1,1,90.5999984741211,6056.15,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,0,0,1,2,1,0,60.95000076293945,134.6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,5,0,0,25.049999237060547,125.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,15,1,0,88.1500015258789,1390.6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,1,1,1,20.200000762939453,20.2,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,1,41,1,1,60.29999923706055,2511.3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,43,1,1,63.95000076293945,2737.05,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,0,1,1,0,74.30000305175781,74.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,1,70.5999984741211,70.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,26,1,1,90.80000305175781,2361.8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,22,1,1,79.3499984741211,1730.35,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,71,1,0,90.55000305175781,6404.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,7,1,0,19.450000762939453,165.35,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,1,0,0,28,1,0,64.44999694824219,1867.6,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,16,1,0,69.6500015258789,1043.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,7,1,0,19.5,128.6,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,0,69,1,1,110.5,7455.45,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,1,1,0,0,24.700000762939453,24.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,3,1,1,77.4000015258789,206.15,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,21,1,1,96.80000305175781,2030.3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,69,1,1,85.4000015258789,5869.4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
